,Unnamed: 0,Código.do.Município,GEOCODIGO,Município,Estado,Ano.de.Referência,Prestadores,Serviços,QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água,qteParalisacoesAno,QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.,QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.,QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..,QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.,QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.,QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.,QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..,QD012...Duração.dos.extravasamentos.registrados..Horas.ano.,QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.,QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.,QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.,QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.,QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.,QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.,QD022...Duração.das.interrupções.sistemáticas..Horas.ano.,QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.,QD024...Quantidade.de.serviços.executados..Serviços.ano.,QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.,QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.,QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.,QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.,QD029...Atendimento.integral.da.portaria.518.04
292,292,240160,2401602,Bento Fernandes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24016040] SECRETARIA MUNICIPAL DE OBRAS TRANSPORTES E SERVIÇOS URBANOS - SMOTS,Água; Res Sólidos,Atende integralmente,NaN,,,41.0,0.0,45.0,0.0,,,,,,36.0,36.0,,,,,,45.0,0.0,36.0,
293,293,240165,2401651,Bodó,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24016540] Prefeitura Municipal de Bodó - RN,Água; Res Sólidos,Atende integralmente,NaN,,,91.0,1.0,91.0,85.0,,,,,,36.0,36.0,,,,,,91.0,0.0,36.0,
294,294,240170,2401701,Bom Jesus,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,54.0,1.0,54.0,2.0,,,,,,84.0,84.0,,,,,,54.0,0.0,84.0,
295,295,240180,2401800,Brejinho,RN,2015,[24018011] Serviço Autônomo de Água e Esgoto - SAAE; [24018040] PREFEITURA MUNICIPAL DE BREJINHO - PMB,Água; Res Sólidos,,5.0,111.0,650.0,30.0,3.0,30.0,5.0,,,650.0,,,30.0,30.0,12.0,13.0,125.0,53.0,80.0,30.0,2.0,30.0,
296,296,240185,2401859,Caiçara do Norte,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,48.0,10.0,48.0,1.0,,,,,,96.0,96.0,,,,,,48.0,1.0,96.0,
297,297,240190,2401909,Caiçara do Rio do Vento,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,69.0,1.0,79.0,0.0,,,,,,60.0,60.0,,,,,,80.0,10.0,60.0,
298,298,240200,2402006,Caicó,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24020040] PREFEITURA MUNICIPAL DE CAICÓ - RN,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,361.0,2.0,361.0,83.0,,,,,,732.0,732.0,,,,,,361.0,1.0,732.0,
299,299,240210,2402105,Campo Redondo,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,48.0,5.0,48.0,0.0,,,,,,36.0,36.0,,,,,,48.0,0.0,36.0,
300,300,240230,2402303,Caraúbas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,492.0,14.0,570.0,6.0,,,,,,360.0,360.0,,,,,,569.0,60.0,360.0,
301,301,240240,2402402,Carnaúba dos Dantas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24024040] PREFEITURA MUNICIPAL DE CARNAÚBA DOS DANTAS - PMCD,Água; Res Sólidos,Atende integralmente,NaN,,,,,,,,,,,,,,,,,,,,,,
302,302,240250,2402501,Carnaubais,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,65.0,0.0,65.0,0.0,,,,,,120.0,120.0,,,,,,65.0,0.0,120.0,
303,303,240270,2402709,Cerro Corá,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,153.0,1.0,153.0,150.0,,,,,,192.0,192.0,,,,,,153.0,1.0,192.0,
304,304,240280,2402808,Coronel Ezequiel,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24028040] Prefeitura Municipal de Coronel Ezequiel - PMCE,Água; Res Sólidos,Atende integralmente,NaN,,,51.0,0.0,51.0,7.0,,,,,,24.0,24.0,,,,,,51.0,0.0,24.0,
305,305,240290,2402907,Coronel João Pessoa,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24029040] CONSTRUTORA SERRA NOVA - CSN,Água; Res Sólidos,Atende integralmente,NaN,,,52.0,8.0,52.0,1.0,,,,,,120.0,120.0,,,,,,52.0,2.0,120.0,
306,306,240300,2403004,Cruzeta,RN,2015,[24030011] Prefeitura Municipal de Cruzeta - PMC; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24030040] Secretaria Municipal de Infraestrutura. Serviços Urbano - SMISU,Esgoto; Água; Res Sólidos,Atende integralmente,NaN,,,113.0,0.0,113.0,111.0,1095.0,730.0,,,,180.0,180.0,,,,,,113.0,11.0,180.0,
307,307,240310,2403103,Currais Novos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,147.0,15.0,147.0,73.0,,,,,,576.0,576.0,,,,,,147.0,18.0,576.0,
308,308,240320,2403202,Doutor Severiano,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,38.0,15.0,38.0,7.0,,,,,,120.0,120.0,,,,,,38.0,7.0,120.0,
309,309,240330,2403301,Encanto,RN,2015,[24033011] Prefeitura Municipal de Encanto - PME; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24033040] PREFEITURA MUNICIPAL  DE ENCANTO - PME,Esgoto; Água; Res Sólidos,Atende integralmente,NaN,,,54.0,9.0,54.0,2.0,50.0,200.0,,,,120.0,120.0,,,,,,54.0,6.0,120.0,
310,310,240340,2403400,Equador,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,78.0,1.0,78.0,12.0,,,,,,120.0,120.0,,,,,,78.0,0.0,120.0,
311,311,240370,2403707,Felipe Guerra,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,138.0,1.0,136.0,3.0,,,,,,120.0,120.0,,,,,,138.0,0.0,120.0,
312,312,240375,2403756,Fernando Pedroza,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,54.0,0.0,54.0,0.0,,,,,,48.0,48.0,,,,,,54.0,0.0,48.0,
313,313,240380,2403806,Florânia,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,127.0,2.0,127.0,124.0,,,,,,132.0,132.0,,,,,,127.0,0.0,132.0,
314,314,240390,2403905,Francisco Dantas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,57.0,3.0,57.0,26.0,,,,,,111.0,120.0,,,,,,57.0,21.0,120.0,
315,315,240400,2404002,Frutuoso Gomes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24040040] PREFEITURA MUNICIPAL DE FRUTUOSO GOMES - PMFG,Água; Res Sólidos,Atende integralmente,NaN,,,36.0,7.0,36.0,36.0,,,,,,72.0,72.0,,,,,,36.0,5.0,72.0,
316,316,240410,2404101,Galinhos,RN,2015,[24041040] Prefeitura Municipal de Galinhos - PMG,Res Sólidos,,NaN,,,,,,,,,,,,,,,,,,,,,,
317,317,240430,2404309,Governador Dix-Sept Rosado,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,191.0,3.0,190.0,0.0,,,,,,120.0,120.0,,,,,,191.0,0.0,120.0,
318,318,240440,2404408,Grossos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,141.0,0.0,138.0,1.0,,,,,,60.0,156.0,,,,,,141.0,0.0,156.0,
319,319,240450,2404507,Guamaré,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24045040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SEMOSU,Água; Res Sólidos,Atende integralmente,NaN,,,68.0,2.0,68.0,0.0,,,,,,168.0,168.0,,,,,,68.0,3.0,168.0,
320,320,240460,2404606,Ielmo Marinho,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24046040] Secretaria de Obras e Serviços Urbanos - SEMO,Água; Res Sólidos,Atende integralmente,NaN,,,18.0,1.0,51.0,0.0,,,,,,24.0,24.0,,,,,,51.0,3.0,24.0,
321,321,240470,2404705,Ipanguaçu,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24047040] Prefeitura Municipal de Ipanguaçu - PMI,Água; Res Sólidos,Atende integralmente,NaN,,,70.0,0.0,70.0,0.0,,,,,,120.0,120.0,,,,,,70.0,0.0,120.0,
322,322,240480,2404804,Ipueira,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24048040] PREFEITURA MUNICIPAL DE IPUEIRA - PMI,Água; Res Sólidos,Atende integralmente,NaN,,,119.0,0.0,119.0,0.0,,,,,,120.0,120.0,,,,,,119.0,0.0,120.0,
323,323,240485,2404853,Itajá,RN,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
324,324,240490,2404903,Itaú,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,74.0,11.0,74.0,63.0,,,,,,120.0,120.0,,,,,,74.0,13.0,120.0,
325,325,240500,2405009,Jaçanã,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24050040] Prefeitura Municipal de Jaçana - PMJ,Água; Res Sólidos,Atende integralmente,NaN,,,52.0,0.0,52.0,4.0,,,,,,24.0,24.0,,,,,,52.0,0.0,24.0,
326,326,240510,2405108,Jandaíra,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,90.0,21.0,90.0,0.0,,,,,,120.0,120.0,,,,,,90.0,5.0,120.0,
327,327,240520,2405207,Janduís,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,113.0,0.0,107.0,56.0,,,,,,96.0,96.0,,,,,,113.0,0.0,96.0,
328,328,240530,2405306,Januário Cicco,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,53.0,0.0,53.0,0.0,,,,,,48.0,48.0,,,,,,53.0,0.0,48.0,
329,329,240540,2405405,Japi,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,62.0,0.0,62.0,4.0,,,,,,24.0,24.0,,,,,,62.0,0.0,24.0,
330,330,240550,2405504,Jardim de Angicos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,41.0,1.0,41.0,1.0,,,,,,24.0,24.0,,,,,,41.0,0.0,24.0,
331,331,240560,2405603,Jardim de Piranhas,RN,2015,[24056011] Prefeitura Municipal de Jardim de Piranhas - PMJP; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24056040] MUNICÍPIO DE JARDIM DE PIRANHAS - PMJP,Esgoto; Água; Res Sólidos,Atende integralmente,NaN,,,127.0,2.0,127.0,0.0,,0.0,,,,264.0,264.0,,,,,,127.0,1.0,264.0,
332,332,240570,2405702,Jardim do Seridó,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24057040] Prefeitura Municipal de Jardim do Seridó - PMJS,Água; Res Sólidos,Atende integralmente,NaN,,,136.0,18.0,136.0,87.0,,,,,,264.0,264.0,,,,,,136.0,40.0,264.0,
333,333,240580,2405801,João Câmara,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24058040] PREFEITURA MUNICIPAL DE JOÃO CAMARA - PMJC,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,173.0,4.0,173.0,0.0,,,,,,300.0,300.0,,,,,,173.0,2.0,300.0,
334,334,240590,2405900,João Dias,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24059040] Prefeitura Municipal de João Dias - PMJD,Água; Res Sólidos,Atende integralmente,NaN,,,,,,,,,,,,,,,,,,,,,,
335,335,240600,2406007,José da Penha,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,50.0,10.0,50.0,47.0,,,,,,120.0,120.0,,,,,,50.0,6.0,120.0,
336,336,240610,2406106,Jucurutu,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24061040] Secretária de Serviços Urbanos - SSU,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,136.0,0.0,136.0,53.0,,,,,,324.0,324.0,,,,,,136.0,2.0,324.0,
337,337,240620,2406205,Lagoa d Anta,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,45.0,0.0,45.0,0.0,,,,,,60.0,60.0,,,,,,45.0,0.0,60.0,
338,338,240630,2406304,Lagoa de Pedras,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24063040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SMAMA,Água; Res Sólidos,Atende integralmente,NaN,,,56.0,0.0,56.0,0.0,,,,,,36.0,36.0,,,,,,56.0,0.0,36.0,
339,339,240640,2406403,Lagoa de Velhos,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,22.0,5.0,47.0,0.0,,,,,,24.0,24.0,,,,,,47.0,0.0,24.0,
340,340,240650,2406502,Lagoa Nova,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24065040] PREFEITURA MUNICIPAL DE LAGOA NOVA - PMLN,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,113.0,0.0,113.0,106.0,,,,,,204.0,204.0,,,,,,113.0,0.0,204.0,
341,341,240660,2406601,Lagoa Salgada,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,56.0,3.0,56.0,3.0,,,,,,60.0,60.0,,,,,,56.0,3.0,60.0,
342,342,240670,2406700,Lajes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24067040] Secretaria de Obras e Serviços Urbanos - SEMOS,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,70.0,14.0,89.0,2.0,,,,,,120.0,120.0,,,,,,89.0,14.0,120.0,
343,343,240680,2406809,Lajes Pintadas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,38.0,1.0,38.0,0.0,,,,,,27.0,24.0,,,,,,38.0,0.0,24.0,
344,344,240690,2406908,Lucrécia,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24069040] PREFEITURA MUNICIPAL DE LUCRECIA - PML,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,40.0,1.0,40.0,40.0,,,,,,60.0,60.0,,,,,,40.0,2.0,60.0,
345,345,240700,2407005,Luís Gomes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,,,,,,,,,,,,,,,,,,,,
346,346,240710,2407104,Macaíba,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24071040] PREFEITURA MUNICIPAL DE MACAÍBA - PMM,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,17.0,3.0,89.0,0.0,,,,,,540.0,540.0,,,,,,68.0,4.0,540.0,
347,347,240720,2407203,Macau,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24072040] Prefeitura Municipal - PM,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,127.0,0.0,127.0,1.0,,,,,,408.0,408.0,,,,,,127.0,1.0,408.0,
348,348,240725,2407252,Major Sales,RN,2015,[24072540] Prefeitura Municipal de Major Sales - PMMS,Res Sólidos,,NaN,,,,,,,,,,,,,,,,,,,,,,
349,349,240730,2407302,Marcelino Vieira,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV,Água; Res Sólidos,Atende integralmente,NaN,,,33.0,5.0,33.0,32.0,,,,,,120.0,120.0,,,,,,33.0,16.0,120.0,
350,350,240740,2407401,Martins,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM,Água; Res Sólidos,Atende integralmente,NaN,,,64.0,4.0,64.0,64.0,,,,,,120.0,120.0,,,,,,65.0,2.0,120.0,
351,351,240760,2407609,Messias Targino,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,113.0,0.0,111.0,45.0,,,,,,48.0,48.0,,,,,,133.0,0.0,48.0,
352,352,240780,2407807,Monte Alegre,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,83.0,1.0,83.0,0.0,,,,,,336.0,336.0,,,,,,83.0,1.0,336.0,
353,353,240790,2407906,Monte das Gameleiras,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,48.0,0.0,48.0,2.0,,,,,,24.0,24.0,,,,,,48.0,1.0,24.0,
354,354,240800,2408003,Mossoró,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,1908.0,42.0,1908.0,2.0,,,,,,1740.0,1740.0,,,,,,1908.0,9.0,1740.0,
355,355,240830,2408300,Nova Cruz,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,85.0,6.0,85.0,18.0,,,,,,360.0,360.0,,,,,,85.0,0.0,360.0,
356,356,240840,2408409,Olho-D ÁGUA do Borges,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,46.0,5.0,46.0,0.0,,,,,,120.0,120.0,,,,,,46.0,2.0,120.0,
357,357,240850,2408508,Ouro Branco,RN,2015,[24085011] Prefeitura Municipal de Ouro Branco - pmob; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24085040] Municipio de Ouro Branco - PMOB,Esgoto; Água; Res Sólidos,Atende integralmente,NaN,,,56.0,0.0,56.0,1.0,360.0,8600.0,,,,120.0,120.0,,,,,,56.0,0.0,120.0,
358,358,240860,2408607,Paraná,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24086040] Prefeitura Municipal de Paraná - PMP,Água; Res Sólidos,Atende integralmente,NaN,,,59.0,12.0,58.0,34.0,,,,,,144.0,144.0,,,,,,59.0,1.0,144.0,
359,359,240870,2408706,Paraú,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24087040] SECRETARIA MUNICIPAL DE URBANISMO. OBRAS E TRANSPORTES - SMUOT,Água; Res Sólidos,Atende integralmente,NaN,,,57.0,0.0,57.0,42.0,,,,,,120.0,120.0,,,,,,57.0,0.0,120.0,
360,360,240880,2408805,Parazinho,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,51.0,8.0,56.0,0.0,,,,,,60.0,60.0,,,,,,56.0,1.0,60.0,
361,361,240890,2408904,Parelhas,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24089040] PREFEITURA MUNICIPAL DE PARELHAS - PMPARELHAS,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,219.0,5.0,219.0,77.0,,,,,,468.0,468.0,,,,,,219.0,17.0,468.0,
362,362,240910,2409100,Passa e Fica,RN,2015,[24091011] Prefeitura Municipal de Passa e Fica - PMPeF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24091040] PREFEITURA MUNICIPAL DE PASSA E FICA - PMPF,Esgoto; Água; Res Sólidos,Atende integralmente,NaN,,,27.0,3.0,27.0,3.0,,,,,,72.0,72.0,,,,,,27.0,0.0,72.0,
363,363,240920,2409209,Passagem,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,40.0,10.0,40.0,5.0,,,,,,30.0,36.0,,,,,,40.0,1.0,36.0,
364,364,240930,2409308,Patu,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,101.0,0.0,94.0,47.0,,,,,,144.0,144.0,,,,,,101.0,1.0,144.0,
365,365,240933,2409332,Santa Maria,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,17.0,6.0,26.0,0.0,,,,,,24.0,24.0,,,,,,25.0,1.0,24.0,
366,366,240940,2409407,Pau dos Ferros,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF,Água e Esgoto; Res Sólidos,Atende integralmente,NaN,,,109.0,33.0,109.0,69.0,,,,,,504.0,504.0,,,,,,109.0,12.0,504.0,
367,367,240950,2409506,Pedra Grande,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24095040] Secretaria Municipal de Obras e Servços Urbanos - SEMOSURB,Água; Res Sólidos,Atende integralmente,NaN,,,54.0,18.0,54.0,0.0,,,,,,24.0,24.0,,,,,,54.0,5.0,24.0,
368,368,240960,2409605,Pedra Preta,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,24.0,19.0,31.0,0.0,,,,,,24.0,24.0,,,,,,31.0,7.0,24.0,
369,369,240970,2409704,Pedro Avelino,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,41.0,0.0,41.0,1.0,,,,,,60.0,60.0,,,,,,41.0,2.0,60.0,
370,370,240990,2409902,Pendências,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água e Esgoto,Atende integralmente,NaN,,,131.0,2.0,131.0,11.0,,,,,,228.0,228.0,,,,,,131.0,11.0,228.0,
371,371,241000,2410009,Pilões,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24100040] Prefeitura Municipal de Pilões-RN - PMP,Água; Res Sólidos,Atende integralmente,NaN,,,7.0,2.0,7.0,7.0,,,,,,120.0,120.0,,,,,,7.0,5.0,120.0,
372,372,241010,2410108,Poço Branco,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,105.0,4.0,115.0,1.0,,,,,,120.0,120.0,,,,,,115.0,0.0,120.0,
373,373,241020,2410207,Portalegre,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP,Água; Res Sólidos,Atende integralmente,NaN,,,55.0,16.0,55.0,0.0,,,,,,108.0,108.0,,,,,,55.0,10.0,108.0,
374,374,241025,2410256,Porto do Mangue,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM,Água; Res Sólidos,Atende integralmente,NaN,,,70.0,0.0,70.0,5.0,,,,,,120.0,120.0,,,,,,70.0,0.0,120.0,
375,375,241030,2410306,Presidente Juscelino,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,54.0,0.0,54.0,0.0,,,,,,60.0,60.0,,,,,,54.0,0.0,60.0,
376,376,241040,2410405,Pureza,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,36.0,3.0,36.0,0.0,,,,,,48.0,48.0,,,,,,36.0,0.0,48.0,
377,377,241050,2410504,Rafael Fernandes,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24105040] Prefeitura Municipal de Rafael Fernandes - PMRF,Água; Res Sólidos,Atende integralmente,NaN,,,17.0,13.0,14.0,14.0,,,,,,96.0,96.0,,,,,,14.0,7.0,96.0,
378,378,241060,2410603,Rafael Godeiro,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,34.0,11.0,34.0,0.0,,,,,,44.0,48.0,,,,,,34.0,4.0,48.0,
379,379,241070,2410702,Riacho da Cruz,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN,Água,Atende integralmente,NaN,,,69.0,13.0,69.0,35.0,,,,,,48.0,48.0,,,,,,69.0,6.0,48.0,
380,380,241080,2410801,Riacho de Santana,RN,2015,[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24108040] PREFEITURA MUNICIPAL DE RIACHO DE SANTANA - PMRS,Água; Res Sólidos,Atende integralmente,NaN,,,9.0,4.0,9.0,0.0,,,,,,120.0,120.0,,,,,,9.0,2.0,120.0,
